text,source,label,severity
Vijay than vaenuku nu pannirupan hype akuranam <This message was edited>,whatsapp,,
Aana avanta full padam um irukku da machi,whatsapp,,
Bro im watching it on theatre,whatsapp,,
Thevidiya paiyan upload panna maatikiran,whatsapp,,
Vaippu irukku,whatsapp,,
Olu,whatsapp,,
Dai punda,whatsapp,,
Semma padam,whatsapp,,
Jenanayagan pathi paesuna leader send panrae,whatsapp,,
Bro,whatsapp,,
Unga oorula thanda padam ae,whatsapp,,
Enna pa solrae,whatsapp,,
Harbor aaa,whatsapp,,
Harbour blast panurathu tha katha,whatsapp,,
Spoiler panaiteya da bodysoda,whatsapp,,
https://file.kiwi/93cb37cb#g9DhKqAn8j_SidItSar-tA,whatsapp,,
Enna machi full padam ah,whatsapp,,
Ennada 7 gb erkuthu,whatsapp,,
Hd print aa,whatsapp,,
Othaaa,whatsapp,,
Ennada padam hd leak airukku,whatsapp,,
Nithish thooku poda poran,whatsapp,,
Machi varumbothu download pannitu vada,whatsapp,,
Okay da,whatsapp,,
Yan poola ombhatha,whatsapp,,
Downloading,whatsapp,,
Avlo tha,whatsapp,,
Ama machi link ah take down pannalum panniruvanga,whatsapp,,
Downloaded 96%,whatsapp,,
Poda vijay,whatsapp,,
Poda karunanidhi,whatsapp,,
Poda stalin nu sollanum,whatsapp,,
Padupavi pasanga eppadi pannitanlae 😭😭,whatsapp,,
Mannikavum bro naan paatha video la karunanidhi thaan vandhaaru🙏,whatsapp,,
One last time theatre la pakkuran kai adikuran nu lam sonnanungale🥲,whatsapp,,
Elathukum DMK tha karanam,whatsapp,,
Sarcasm bro,whatsapp,,
Print veetuku varuthu broo,whatsapp,,
Va machi va machi,whatsapp,,
Naaliku showtime jananayagan nu story podulam,whatsapp,,
Puduchi jail la potra poranga,whatsapp,,
Pota potu poraga,whatsapp,,
Morning 8 mani show,whatsapp,,
Machi padam dialogue lam pakka ragebait da,whatsapp,,
Vijay fans thavira yaaru paathalum gaandu thaanda aagum,whatsapp,,
Sari,whatsapp,,
Nalla than da eruku,whatsapp,,
Good bad ugly maari irunthuchu da dialogue lam,whatsapp,,
Dai ethula over,whatsapp,,
Naanga paathukurom,whatsapp,,
Poda sunni,whatsapp,,
Wait samuko yatho solla varuthu,whatsapp,,
DMK thayoli,whatsapp,,
Danish dmk va da?,whatsapp,,
Stalin paiya poola ombu,whatsapp,,
Poda danish,whatsapp,,
Potta,whatsapp,,
Poda udhyanidhi,whatsapp,,
Reels pundaiya paathutu vandhu omburan,whatsapp,,
Poda trisha,whatsapp,,
Machiii vijay fans ajith fans lam aduthu da first ipdi leak aagirukurathu thappu nu ungalukeyy therium la da so itha support pandratha vidunga da yaarukkum share pannadhinga😊 <This message was edited>,whatsapp,,
Dei leak pannadhe avanunga thaan da,whatsapp,,
Inime yangalukku movie varathu,whatsapp,,
Ongaluku tha varum pathukalam,whatsapp,,
Engalukke varathu da,whatsapp,,
Enga aaley campa kudi themba iru nu solitu irukan nee vera,whatsapp,,
Joke of this year 👍,whatsapp,,
Dmk sathi ah ?,whatsapp,,
200 rs up,whatsapp,,
Dei hd clip leak aairukku da,whatsapp,,
Padam censor koda pogala,whatsapp,,
Ithalam thalaivaa release apove paathaachi,whatsapp,,
So avanunga thaan da leak pannirupanunga,whatsapp,,
Ethu thalaivaa padam ah,whatsapp,,
Yanga padam Odum 💯,whatsapp,,
Thalaiva vae oru sunni padam,whatsapp,,
Ithukku peru joka?,whatsapp,,
But janayagan nalla eruku pa,whatsapp,,
Loosu punda DMK,whatsapp,,
Ni paathiya,whatsapp,,
Pathutu ta erukaen,whatsapp,,
I think you guys respect the effort of creators but….👍🏻,whatsapp,,
I mean issue va sonnan,whatsapp,,
Amai ku briyani da ithu,whatsapp,,
Enjoy. Namakku time varum,whatsapp,,
Ennada periya respect padatha pathutu tvk ku vote podungada,whatsapp,,
Athuku than entha padamae,whatsapp,,
Fulla movie paathutiya,whatsapp,,
Atha thanda solren,whatsapp,,
Kesariya illaiya,whatsapp,,
Sollu podhum,whatsapp,,
1st half finish,whatsapp,,
Kesari,whatsapp,,
+ arasiya,whatsapp,,
🗣️-Neenga mattum paaka ilaiya Thalapathy maariya irukinga,whatsapp,,
Pooja va poi aunty nu solitan da 🥲,whatsapp,,
Horse da ava deii,whatsapp,,
Machi paathutiya da😂,whatsapp,,
Illa nethu konjam pathen,whatsapp,,
Pakka manasu varla,whatsapp,,
Ama da jegan night pakkalam nu sonnen antha padam punda 3 hours athanala pakkala,whatsapp,,
🫂,whatsapp,,
Full orey video ah iruntha send pannunga da bittu bittu pakka mudiyala,whatsapp,,
Dai atha link anupi otanlae,whatsapp,,
Dei link lam thookitanunga da,whatsapp,,
Ethula,whatsapp,,
Machi sry da,whatsapp,,
Jegan send panna,whatsapp,,
Nallathu,whatsapp,,
Padam eppdi iruku,whatsapp,,
Full kesariya,whatsapp,,
Respect 💯🫂,whatsapp,,
En da moan pandra nalla pesu da lavade,whatsapp,,
Ennada punda olura,whatsapp,,
Velaiya,whatsapp,,
En da punda vidiya vidiya jananayagan paathiya,whatsapp,,
Vetla erkaen athan olanga thita mudiyathu,whatsapp,,
Athukku en da moan panra,whatsapp,,
Apo orama poi thittu,whatsapp,,
Venam da,whatsapp,,
Nithish erkanavae mana varuthatula erupan,whatsapp,,
Vantha yanna thittuva,whatsapp,,
Arrest panu da,whatsapp,,
Pannu da,whatsapp,,
Inthada thols uh,whatsapp,,
Full movie ah ??,whatsapp,,
Jailku poiduva,whatsapp,,
Manasa thethikada machi election nambuluthu thaan 🇪🇸,whatsapp,,
Movie review?,whatsapp,,
Naan full ah paakala da,whatsapp,,
Paaka manasu varala🥀,whatsapp,,
Illa da padam nalla illa athan paakala,whatsapp,,
Rating kudu da out of 5,whatsapp,,
3.5,whatsapp,,
Don't share anymore,whatsapp,,
Lot of persons hard works panirukanga,whatsapp,,
Bro link ketanga bro,whatsapp,,
Dei anilgala unga anna thanda padam ae leak panathu puritha ilaiya ??,whatsapp,,
Podhum da,whatsapp,,
Bail edupom,whatsapp,,
Neeyum vaikalam,whatsapp,,
Epdi,whatsapp,,
Grp la add member tag,whatsapp,,
Add members kudutha contact dhan varuthu,whatsapp,,
Enna da ithu,whatsapp,,
Ama machi naan jailukku poran🥹🙏,whatsapp,,
Na poren da,whatsapp,,
Better call saul kupudunga da,whatsapp,,
ragava link la delete panniuru,whatsapp,,
athu oru flop movie atha vechi ne matikatha 🤣,whatsapp,,
Seri machi😂,whatsapp,,
Athu flop or hit atha nanga paathukurom,whatsapp,,
i said to ragava not to u,whatsapp,,
Neenga mattum thaanda paapinga antha padatha,whatsapp,,
Ghilli re re-release pannavanga da naanga,whatsapp,,
Po po jananayagan eh re-release thaan,whatsapp,,
Yen GPU Neenga paakaliya,whatsapp,,
Athula record vaipom,whatsapp,,
that is not rerelease,whatsapp,,
Antha record onga AK vala break pannave mutiyathu,whatsapp,,
Athu nalla padam da😂,whatsapp,,
gpu ah ??,whatsapp,,
First 300crs movie thanga,whatsapp,,
Piii,whatsapp,,
Ama machi padam release ku munnadiye hd leak record lam engalukku venam da,whatsapp,,
machi kesari ahh kindathum,whatsapp,,
Collection record sollra,whatsapp,,
"oh unga pundanayagan , olenayagan , peenayagan, kunjunayagan, kanjinayagan mass da",whatsapp,,
ne vidu machi,whatsapp,,
Vidamuyarchi yannava,whatsapp,,
Hollywood remake thaana,whatsapp,,
machi antha aunty scence irrukala <This message was edited>,whatsapp,,
Aamaikal suththu poduthu,whatsapp,,
mass po ',whatsapp,,
"lokesh , nelson , atlee cameo mass tha",whatsapp,,
First 300crs collection pannunga,whatsapp,,
ne over ah pesuna and spoil pannitu irrupa,whatsapp,,
Pooda potta,whatsapp,,
Ghilli re re-release pannavanga da,whatsapp,,
Punda,whatsapp,,
po punda poi mutu kudu,whatsapp,,
Mankatha maari vera yaathachi padam irukka AK ta,whatsapp,,
Unmaiya sonna mutunu solluva,whatsapp,,
Joker,whatsapp,,
ne enna pesanalum movie nalla illa  avolo tha,whatsapp,,
Poi remote car otu,whatsapp,,
summa pesutu irru,whatsapp,,
Pooda o review la venam,whatsapp,,
Ni kadasi ulaga poor nallarukkunu sonna punda,whatsapp,,
Padam nalla tha irruku,whatsapp,,
Na keasari pakala atha pola,whatsapp,,
antha last dance irrukala athula vathi coming varuthu 😂,whatsapp,,
and vadi amma jakama kuda,whatsapp,,
Manoj jana Nayagan leak pannranu tag panna pora,whatsapp,,
You will arrest bye,whatsapp,,
Proof,whatsapp,,
Bye da Manoj,whatsapp,,
Pannu,whatsapp,,
bye guys nalliki jail pora 🤣,whatsapp,,
Bye,whatsapp,,
Po mapla,whatsapp,,
Amaikaluku puriyathuda athu,whatsapp,,
Vijay pooltha putikum avangalukku,whatsapp,,
Gbu full and full copy thaaa own ahh athula story ehh illa vitta adutha epstein ehh avaruthaan dii sollama poningaey athuku varaikum sandhosam,whatsapp,,
Sollu...,whatsapp,,
Ithoo vantan la 😂,whatsapp,,
Kesari kesari nu konja naal kesari saptanga,whatsapp,,
Poi remote car otu po,whatsapp,,
Ipa vijay pool kekkuthu,whatsapp,,
Respect all the hardworkers every scene is a dream why bro🙏,whatsapp,,
Ithu kalaila therilaya,whatsapp,,
Yanna bhothaiya,whatsapp,,
AK leaked video 💥,whatsapp,,
Machi avan poola avanukeyy kuduthutan😂😂😂,whatsapp,,
guys nenga unga work parunga vijay fans can bark,whatsapp,,
Cinema la onnum pannala and racing laiyum onum panala waste,whatsapp,,
Ama da unga annan tha enga thala Suni ah oombuna video tha,whatsapp,,
Dont let them bark,whatsapp,,
Ole them,whatsapp,,
Deiii punda neengaleyy vandhu vijay movie leaked nu vandhu scene potutu summa nakkal panitu ipa vandhu vaai punda,whatsapp,,
First fans ku respect thara sollu AK va,whatsapp,,
Ivan vera ena team ena match neyy theriyama vandhu oombuvan,whatsapp,,
Oru help panirukana TN ku,whatsapp,,
Flop nu solitu 3 hrs okkandhi paapan,whatsapp,,
Onnu panala,whatsapp,,
Panirukaru machii,whatsapp,,
Fans ku poool kuduthurukaru,whatsapp,,
Next movieku director siva 😂,whatsapp,,
Vim movie name,whatsapp,,
Thara mudiyathuuu ena da ippo,whatsapp,,
Avar ila da,whatsapp,,
Yaara iruntha yanna,whatsapp,,
Deii AK ku director ehh illa da <This message was edited>,whatsapp,,
Yapatiyum movie flop tha,whatsapp,,
Christoper nolan da,whatsapp,,
Unga aal ku future ae ila da,whatsapp,,
Next carum irukathu,whatsapp,,
AK movie ok panitu car eduthutu sutha poiduvaru,whatsapp,,
Unga annan ku pondatti um irukathu,whatsapp,,
Yaaru da sonna 😂😂😂 veliya sollidatha da kumbal la adichuruvanga😂😂😂,whatsapp,,
Airport kumar AK,whatsapp,,
Ama da unga Annan trisha kuda oodi poiruvaru,whatsapp,,
Next CM da,whatsapp,,
Periya punda😂😂😂,whatsapp,,
Unna alaporathu vijay tha,whatsapp,,
Ajith avangaleyy madhiakla ipdi pool oomburanga avaru fans ahh madhikavum illa aanalum ivanunga sappi kanji venum nu nikiranga,whatsapp,,
Vijay tittle card>>> AK whole movie's,whatsapp,,
Poonga da,whatsapp,,
Poi remote car otunga,whatsapp,,
Yangalukku election work irukku,whatsapp,,
Machiiii interview laye sollirukaru oru naal unga vijay oda place ku poganum antha maari sandhikanum nu,whatsapp,,
AK ku vijay maari aaganum aasa machiii,whatsapp,,
Small boys,whatsapp,,
Anna cm anathum AK ku remote car irukku,whatsapp,,
don't worry,whatsapp,,
Punda oorukeyy therium 😂😂😂,whatsapp,,
Ajith lam field out aagi pala varusam aaguthu aanalum inum avaru poola puduchu thookitu irukanga vaanga engaluku kanji kudunga nu,whatsapp,,
Ava yappa field la iruntha,whatsapp,,
Mankatha orey movie tha,whatsapp,,
@⁨Nithish Ksr⁩ Periyar ideology nu soldringa ella banner poster layum avar photo iruku aprm en machi kavundampalayam constituency la oru astrologer nikkuranga,whatsapp,,
Valimai update edit ehh namba telegram channel edit uhh athula vara inages kooda google la download pannunathu 😂😂😂,whatsapp,,
Punda apdiyee maathitan solla vandhatha ponit illa nu…ajith ku vijay iruka peak ku poganum nu romba aasa nu avureyy solirukaru,whatsapp,,
Avlo thaaa epa kettalum atha matum solluvanunga😂😂😂,whatsapp,,
Watch full video tvk first maanadu,whatsapp,,
Avlo time ilaya,whatsapp,,
Appo vidu ya kekura,whatsapp,,
Yanakkum time illa solla,whatsapp,,
Ila ivlo mutu kudukringala,whatsapp,,
Athaan ketan bathil ilana ilanu sollalam ya,whatsapp,,
Unmaiya sonna mutu yannada,whatsapp,,
Thappu ila,whatsapp,,
Jeagn ragavan thinking point ehh illa naba AK vum inum pudungaka car race la pudungiruntha atha pesiruppom athaium pudungaka ena pesurathuneyy thrlayeee nu yosikiranga😂😂😂,whatsapp,,
Answer in first maanadu,whatsapp,,
Sari vidu kasta padatha AK onum pudungaka nu ungalukeyy therium sari vidunga da alugathinga,whatsapp,,
Thondargal kitta ketan avanguluku theriyim nu thaan,whatsapp,,
Jana nayagan vanthuruchu nu anils kooda aarvam illa pdaneyy okandhi night oda night ahh paathuputtu vaii 😂😂😂😂,whatsapp,,
"Our main goal is Secular Social Justice,Political Transformation,Administrative & Social Reforms,Pirapukkum Ella Uyirkkum",whatsapp,,
Atha yaaru panna yanna,whatsapp,,
Anaivarukkum anathum Venum ketaikanum,whatsapp,,
DMK support frnds iruku nu athukaga pesuran 😂😂,whatsapp,,
"Ippo irukura DMK,ADMK leadersa na  corruption panna maatanu solla sollunga paagalam",whatsapp,,
500crs salary vitu vaararu politicalku,whatsapp,,
Corruption iruku but development tu iruku bcs they have experience and connection only state in india to get double digit gdp growths,whatsapp,,
This also vijay content tha,whatsapp,,
Yanga village la oru development illa,whatsapp,,
How is tvk going to bring development atha pathi engayume peslaye nothing about foreign investments and industry subsidies,whatsapp,,
50/50,whatsapp,,
Yangalukku opposite partya naanga kekalam thappu illa,whatsapp,,
"Ama da enaku aidmk dmk elam friends tha irukaga , ana inga pesurathu tvk aka vijay",whatsapp,,
No da,whatsapp,,
Neega kelunga da ana naga unga annan ah tha kepom,whatsapp,,
Ariyalur district oru development pannala,whatsapp,,
Anna kelunga na sollra,whatsapp,,
Sad to hear,whatsapp,,
1vs4 ya,whatsapp,,
Gokole enga ?,whatsapp,,
Ama da anna gangbang,whatsapp,,
Guys Nithish going reach his mutu limit for today,whatsapp,,
Avaru ajith kita ole vaangi information vaaga poitaga,whatsapp,,
#westandwithvijay,whatsapp,,
Points yoshichiya,whatsapp,,
Mutu mutu enna mutu,whatsapp,,
Unna mari enngaluku work illaya <This message was edited>,whatsapp,,
Enga side iruku nan biased ah sollirkalam,whatsapp,,
Maranthutan avanga antha ooru majority caste aama kelvipatten,whatsapp,,
Periyar ideology ryt ra,whatsapp,,
machi  avanuku onnum teriyathu ne question la kekatha,whatsapp,,
I was expecting a muttu,whatsapp,,
Video loading,whatsapp,,
Sariya bro,whatsapp,,
machi romba kastam padatha vidu vijay tha massuu,whatsapp,,
Ithu kastam illa,whatsapp,,
tvk tha,whatsapp,,
Na oru thondana answer sollra,whatsapp,,
Same,whatsapp,,
Ok va,whatsapp,,
…,whatsapp,,
Storage ila da,whatsapp,,
Unga ooruley mambalam ilana aidmk tha varum,whatsapp,,
Appo youtube la paaru,whatsapp,,
Machi padame 7 gb pudichiruchu da storage illayam <This message was edited>,whatsapp,,
Tvk ah ?,whatsapp,,
Yanna da ithu,whatsapp,,
Ungaluku puriyathu da,whatsapp,,
Caste vote ra,whatsapp,,
Gokul ah kupudu,whatsapp,,
@⁨Clg Gokul⁩,whatsapp,,
Caste ta appo madhurai yaaru covaiku yaaru irukka ethula,whatsapp,,
Tvk laya,whatsapp,,
Nan ketathu antha constituency,whatsapp,,
Covai senthil balaji da,whatsapp,,
Caste vote ah vidunga da tvk voda first objective eh fans vote thaan da,whatsapp,,
Minors,whatsapp,,
Nenachen da,whatsapp,,
Vijay likes minors bro,whatsapp,,
Unga annan karur la nika solra 😂,whatsapp,,
More like minors like vijay <This message was edited>,whatsapp,,
Nika solra,whatsapp,,
41📈,whatsapp,,
Ni poitu points yaduthu va,whatsapp,,
Na dog kuda la bark panna mata 😂,whatsapp,,
Pongada neegalum onga groupum,whatsapp,,
Mama kadupu agitaru,whatsapp,,
Mama poitaru,whatsapp,,
Punda ithuku lam en veliya pora,whatsapp,,
It's my opinion,whatsapp,,
Full Vanmam,whatsapp,,
🥲🙏🏻,whatsapp,,
Elarumey athey maari opinion ah tha solraga ney,whatsapp,,
Opinion illa full Vanmam,whatsapp,,
Ketta motu nu solluvinga,whatsapp,,
Saptutu varen machiii,whatsapp,,
Ena machi sapadu ?,whatsapp,,
Apa ivlo neram sapada polaya da nee,whatsapp,,
Ippo pesuda manoj,whatsapp,,
Dosa with sambar and boiled egg machi vaa sapduvom,whatsapp,,
Yaarum pesathinka,whatsapp,,
"Nagaley rosemilk , bun sapudrom da machi",whatsapp,,
Manoj va TVK group la onna add panra,whatsapp,,
Ni questions kelu,whatsapp,,
Ok va?,whatsapp,,
Assalamualaikum nithish,whatsapp,,
Why da evlo sanda,whatsapp,,
Both side um opinion kaekanum da nithish,whatsapp,,
En enna ommbura,whatsapp,,
On side mattum tha crct tu solla kudathu,whatsapp,,
Yan side yaarum illa,whatsapp,,
Ne crcta na data tha na onside nikuraen <This message was edited>,whatsapp,,
Ni yanna pa match muticha aporom varuva,whatsapp,,
Yanna match yanna teamnu kepa,whatsapp,,
Ithu yanna customer care ra? Satisfy thara,whatsapp,,
Full ak fans and DMK,whatsapp,,
Opposite,whatsapp,,
Logic illama pesatha bro,whatsapp,,
Yanna,whatsapp,,
Danish don't argue with him,whatsapp,,
Go see ipl,whatsapp,,
Danish onna TVK group la potu questions naanga kekurom ni pathil sollu ok va,whatsapp,,
Neet ?,whatsapp,,
Ithu peru joka Manoj,whatsapp,,
Mental punda,whatsapp,,
Na sirikura unnaku enna bro,whatsapp,,
En mobile en net uu,whatsapp,,
Ombu,whatsapp,,
Bro don't spread hate,whatsapp,,
Ne poi vijay pannu,whatsapp,,
This is not hate,whatsapp,,
It's manoj job,whatsapp,,
Decent ah pesuna decent tha pesanum,whatsapp,,
Seri da ne toxic ahh irru,whatsapp,,
I don't care,whatsapp,,
Guyss jananayagan leak maari shashasha leak irukumaa???,whatsapp,,
3 times shaaa,whatsapp,,
bro unga leak with raja anupuga,whatsapp,,
Unga video dhan irukum raja oda,whatsapp,,
Raja okaruthu,whatsapp,,
Summa iru da 😂😂,whatsapp,,
Enna machi 800 mb erakitanga,whatsapp,,
Avlo tha 100mb ku varum,whatsapp,,
Nanu summ download panni paathe full padam,whatsapp,,
unga vote uh ?,whatsapp,,
Enaku vote eh illa da,whatsapp,,
Communist,whatsapp,,
tdp or ysr ?,whatsapp,,
Voter id illada punda,whatsapp,,
Naa innum vaangala,whatsapp,,
Yen vote Bjp mattum irukadhu,whatsapp,,
Jananayagan padam paakalama??,whatsapp,,
3hrs waste ah poyiradhu laaa??,whatsapp,,
Pakalam,whatsapp,,
One time watch??,whatsapp,,
Yeah same kesari story,whatsapp,,
Naa kesari paathadhu illa,whatsapp,,
Appo nalla erukum enaku puduchitu,whatsapp,,
Seri innaiku paakren,whatsapp,,
Good movie,whatsapp,,
Seri piracy vendam,whatsapp,,
Padam vandha paakalaam,whatsapp,,
After 3000yrs,whatsapp,,
It is promised to us in 3000 years✡️,whatsapp,,
yes,whatsapp,,
bro file anupuga,whatsapp,,
aabi bro janayagan,whatsapp,,
Jail poga virupam illanga,whatsapp,,
jati vidu,whatsapp,,
enkau venum,whatsapp,,
Save panitu sollu,whatsapp,,
Enaku tamil nadu eh vendaam,whatsapp,,
Edhuku summa jail lam poyitu,whatsapp,,
delete paniko,whatsapp,,
nithish tha case poduvan nama mela,whatsapp,,
@⁨Nithish Ksr⁩ potradha daa,whatsapp,,
Innu kanni ah ve iruken,whatsapp,,
Yadho pannu,whatsapp,,
Naga irukom da unnoda vajayna ah pirichi ookurom,whatsapp,,
Today college irukka ?,whatsapp,,
Placement iruku,whatsapp,,
Thalapathy Vetri kolvaan,whatsapp,,
Konutaga,whatsapp,,
500cr box office collection waiting,whatsapp,,
Robots 💥,whatsapp,,
Ullavai kumaru,whatsapp,,
Straight from the source🥀,whatsapp,,
Danish kena punda,whatsapp,,
En pool la varum machi kudi daily,whatsapp,,
Tvk ~ trisha vijay kallaole,whatsapp,,
Janayagan cd enga mapla ?,whatsapp,,
Movie appo release agala da,whatsapp,,
Thalapathy vettri kondan,whatsapp,,
Vettri ❌ தோல்வி ✅,whatsapp,,
@⁨Clg Ahamed Meeran Dhanish⁩ ennanga,whatsapp,,
Varanasi scenes lam leak aagirukku guys,whatsapp,,
வாவ்,whatsapp,,
Ithu lam Janayagan kuda compare panatha da,whatsapp,,
Enda punda 500 kodi enga 100 million dollars enga da,whatsapp,,
Machi aana avatar super ah irukkum da,whatsapp,,
Avatar the last Airbender bender paru machi nall erkum,whatsapp,,
Dei pundaigala naney sarcastic ah sonen,whatsapp,,
Hi All 👋,whatsapp,,
Ithu konjam fill panuga da,whatsapp,,
Akka oodathu,whatsapp,,
Enna da ithu 😂,whatsapp,,
"தெரிந்தோ...

தெரியாமலோ.....

இந்த ஆண்டு....

உங்கள் மனது புண்படும்படி பதிவிட்டு இருந்தாலோ

பேசி இருந்தாலோ....

அது ஒரு பெரிய விசயமே இல்லை ...

ஏனெனில்....

உங்க வீட்டு காலண்டர் மாறலாம்...

நாட்கள் மாறலாம்...

நேரங்கள் மாறலாம்...

சாப்பாடு மாறலாம்...

தட்பவெப்ப நிலை மாறலாம்....

ஆட்சிகள் மாறலாம்....

டிவி சேனல்கள் மாறலாம்....

நான் மாற மாட்டேன்...

ஏனெனில்.... 

அதைத்தான் 2026 லும் செய்யப்போகிறேன்........

நட்பும் அன்பும் தொடரட்டும்...
🙏",telegram,,
https://t.me/EasyGPT_robot?start=_tgr_GYCnrP01ZTRl,telegram,,
"வீட்டில் பிரிட்ஜ் இல்லாத நாட்களில் ஐஸ் வாட்டருக்காக ஏங்கி இருக்கிறேன்... இப்போது என் வீட்டிலும் ஏஸி, பிரிட்ஜ் இருக்கிறது. நம்ப மாட்டீர்கள்... வாங்கிய நாளிலிருந்து, இன்று வரை பிரிட்ஜில் வாட்டரை வைத்து குளிர்ச்சியாக்கி குடித்ததே இல்லை ...

அங்குமிங்கும் பார்த்துப்பார்த்து, 
வீட்டில் வாங்கி வைத்த டைனிங் டேபிளில் இப்போதெல்லாம் உட்கார்ந்து சாப்பிடத் தோன்றுவதில்லை... அலுவலகம் மற்றும் வெளியிடங்களில் டேபிளில் அமர்ந்து சாப்பிட்டு அலுத்துப்போனவனுக்கு,
 வீட்டிலிருக்கும் போது தரையில் அமர்ந்து சாப்பிட்டால் மட்டுமே பரம திருப்தி..

சோஃபாவும் அப்படித்தான்..

பீட்ஸா, பர்கர்ன்னு என்றெல்லாம் விதவிதமான பேர்கள் சொல்லினாலும் கூட, என்ன இருந்தாலும் வாழை இலை சாப்பாட்டுக்கு இணையுண்டா' என்று கடைசியில் மனமாற்றம் அடைந்தவர்களில் நானும் ஒருவன்..

8 GB RAM, Quardcore processor, 
128 GB  built-in memory என்று அனைத்துமே பார்த்து அதிக காசைப்போட்டு வாங்கிய மொபைல் போனில் வெறுமனே Facebook, WhatsAppல் மூழ்குவதை நினைத்து அவ்வப்போது சிரித்துக்கொள்வேன் ...

ஆயிரம் பரிசோதனைகளைச் செய்து பார்த்த பிறகு வாங்கி வைத்தேன் ஒரு தொலைக்காட்சி பெட்டி.. ஆனால் 
இப்போதெல்லாம் நான் நாளொன்றுக்கு, இல்லை இல்லை .. வாரத்திற்கு ஒரு அரை மணிநேரம் டிவி பார்த்தாலே அது பெரிய விஷயம் ..

கால மாற்றம் ....

இப்போது கையிலேயே உலகத்தை காணும் வசதி இருக்கிறது .. அதற்காக ஒரு வருடத்திற்கு சந்தா கூட செலுத்தியாகி விட்டது... எல்லாம் இருந்தும், எதையும் சரிவர பயன்பாட்டுக்கு கொண்டு வருவதில்லை...  பயன்படுத்துவதும் இல்லை ... வெத்து பந்தான்னு கூட சொல்லுவேன். அப்படித்தான் ஆகிப்போச்சி பொழப்பு ...

அன்லிமிட்டட் சாப்பாட்டை வாங்கிவிட்டு அளவுச் சாப்பாடு சாப்பிடுபவனைப் போல அதை அளவாகத்தான் பயன்படுத்த முடிகிறது ...

எல்லாவற்றையும் நினைத்துப்பார்த்தால்...
எல்லாமே ஒரு மாயையாக தோன்றுகிறது ...

இது ஒரு Duplicate வாழ்க்கை என்று நன்றாகவே உணர முடிகிறது ...

வீட்டை மிதித்தவுடன் களைப்பில் 'சரி கொஞ்ச நேரம் கண்ணயரலாம்' என்ற நினைப்பில், தினசரி எனக்காகக் காத்திருக்கும் தலையனையைத்தான் கண்கள் தேடுகிறது ...

இப்படியாக பல சுய பரிசோதனைகளின் வாயிலாக சில விஷயங்கள் உரைத்தன ...
உணர்த்தவும் செய்தது ..

இப்போது பண வரவு, சகல வசதிகளோடு இருந்தாலும், வாழ ஆசைப்படுவது என்னவோ நமது பழைய மனதுக்குப்பிடித்த 
நெருக்கமான வாழ்வைத்தான் ...!

ஆயிரம் இருந்தும், வசதிகள் இருந்தும்.... நோ பீஸ் ஆப் மைண்ட் ...

இதை படிச்சவங்களுக்கு புரியுதோ, புரியலையோ.. ஆனா 
அனுபவிச்சங்க இதை கண்டிப்பா உணருவாங்க ...!",telegram,,
https://t.me/DoreDora_Bot?start=_tgr_VLDaUnxkYWFl,telegram,,
https://t.me/Congacon12Bot?start=_tgr_JlTZQAZlMzBl,telegram,,
Happy independence 🎇 🇮🇳 day to all my dear 💗 indian brothers and sisters 🫡,telegram,,
https://t.me/TONStarsRobot?start=_tgr_XGq7VKc3NTc9,telegram,,
"பெண்கள்
ஓர் புரியாத புதிர்தான்
அவர்கள் உள்ளத்தில்
ஆயிரம் ரகசியங்கள்
புதைந்துக் கிடக்கும்
பொய்யல்ல மெய்யே

பெண்கள் வெட்கத்தில்
""நாணம்"" கொண்டு
தலை குனிவார்கள்
துன்பம் வரும்போது
""நாணலைப்"" போல் வளைந்து
நிமிர்ந்து நிற்பார்கள்

வாழ்வின் பொறுமைக்கும்
பெருமைக்கும் பெண்களே...!!
பெண்களே நாட்டின் கண்கள்
பெண்கள் வானம்பாடிப் போல்
பறந்து செல்ல வாழ்த்துவோம்...!!

அழுத குழந்தைக்கு
அன்னை உமையாள்
ஞானப் பால் ஊட்டினாள்

அன்னை கலைவாணியோ
கையில் வீணையுடன்
தமிழ் பால் ஊட்டினாள்

அன்னை பராசக்தியோ
அநீதியென்றால்
அஞ்சாமல் கையில்
சூலாயுதமெடுத்து
போரிடு என்றாள்

பெண்ணே தெய்வமென்று
முன்னோர்கள் சொன்னது
முற்றிலும் உண்மையே..

பெண்களை போற்றி மகிழ்வோம்
பெண்கள் அனைவருக்கும்
மகளிர் தின நல்வாழ்த்துக்கள்...!!!",telegram,,
https://www.instagram.com/reel/DCd5KvcPLAk/?igsh=MXczNHo2dzllYWR6cA==,telegram,,
https://youtu.be/OCJojSW_ZWM?si=WK3uiq12N-YYsLKP,telegram,,
"🙏நோன்பிருந்து இறைவனை வேண்டி...

🙏இல்லாதவர்களுக்கு வாரி வழங்கி.....

🥰உறவுகளுடனும், நட்புக்களுடனும் அன்பை பரிமாறி...🙏🙏

இறைவனை தொழும் நம் நண்பர்களுக்கு....💞

இனிய ரம்ஜான் பெருநாள் வாழ்த்துக்கள்.🌛🌝🙏🙏",telegram,,
